SegmentID,LongFrom,LatFrom,LongTo,LatTo,persons_injured,persons_killed,ped_injured,ped_killed,cyclists_injured,cyclists_killed,motorists_injured,motorists_killed,persons_KSI,ped_KSI,cyclist_KSI,motorist_KSI,result,to
81405,-73.87084959,40.89858737,-73.86744772,40.89895275,0,0,0,0,0,0,0,0,0,0,0,0,"4310 Kepler Ave, The Bronx, NY 10470, USA","Katonah Av/E 237 St, The Bronx, NY 10470, USA"
87112,-73.84288473,40.84640563,-73.84147498,40.8499147,0,0,0,0,0,0,0,0,0,0,0,0,"1122 Waters Pl, The Bronx, NY 10461, USA","1776 Bassett Ave, The Bronx, NY 10461, USA"
85696,-73.83565567,40.81120458,-73.83161574,40.80493826,0,0,0,0,0,0,0,0,0,0,0,0,"500 Hutchinson River Pkwy, The Bronx, NY 10465, USA","I-678, The Bronx, NY 10473, USA"
99509,-73.78825417,40.84243493,-73.7849568,40.84313826,0,0,0,0,0,0,0,0,0,0,0,0,"25 Earley St, The Bronx, NY 10464, USA","150 City Island Ave, The Bronx, NY 10464, USA"
193982,-73.84379361,40.85713705,-73.83931363,40.85644437,1,0,0,0,0,0,1,0,1,0,0,1,"Eastchester Rd/Pelham Pkwy S, The Bronx, NY 10461, USA","1560 Pelham Pkwy S, The Bronx, NY 10461, USA"
193982,-73.84379361,40.85713705,-73.83931363,40.85644437,1,0,0,0,0,0,1,0,1,0,0,1,"Eastchester Rd/Pelham Pkwy S, The Bronx, NY 10461, USA","1560 Pelham Pkwy S, The Bronx, NY 10461, USA"
193982,-73.84379361,40.85713705,-73.83931363,40.85644437,1,0,0,0,0,0,1,0,1,0,0,1,"Eastchester Rd/Pelham Pkwy S, The Bronx, NY 10461, USA","1560 Pelham Pkwy S, The Bronx, NY 10461, USA"
193982,-73.84379361,40.85713705,-73.83931363,40.85644437,1,0,0,0,0,0,1,0,1,0,0,1,"Eastchester Rd/Pelham Pkwy S, The Bronx, NY 10461, USA","1560 Pelham Pkwy S, The Bronx, NY 10461, USA"
122605,-73.80139796,40.85310732,-73.80234207,40.85723755,1,0,1,0,0,0,0,0,1,1,0,0,"Rodmans Neck, The Bronx, NY 10464, USA","Rodmans Neck, The Bronx, NY 10464, USA"
122605,-73.80139796,40.85310732,-73.80234207,40.85723755,1,0,1,0,0,0,0,0,1,1,0,0,"Rodmans Neck, The Bronx, NY 10464, USA","Rodmans Neck, The Bronx, NY 10464, USA"
122605,-73.80139796,40.85310732,-73.80234207,40.85723755,1,0,1,0,0,0,0,0,1,1,0,0,"Rodmans Neck, The Bronx, NY 10464, USA","Rodmans Neck, The Bronx, NY 10464, USA"
139741,-73.871339269999993,40.8473868,-73.87136475,40.8508677,0,0,0,0,0,0,0,0,0,0,0,0,"1 Bronx River Pkwy, The Bronx, NY 10462, USA","Bronx River Pkwy, The Bronx, NY 10460, USA"
187503,-73.8820948,40.79492678,-73.87639577,40.79281355,0,0,0,0,0,0,0,0,0,0,0,0,"Hazen St, The Bronx, NY 10474, USA","Unnamed Road, Flushing, NY 11371, USA"
178411,-73.86648542,40.8874822,-73.86491859,40.89097908,0,0,0,0,0,0,0,0,0,0,0,0,"560 E 233rd St, The Bronx, NY 10470, USA","E. 227th St. &, Bronx Blvd, The Bronx, NY 10467, United States"
95615,-73.8331219,40.88930008,-73.83267809,40.89260183,0,0,0,0,0,0,0,0,0,0,0,0,"3900 Harper Ave, The Bronx, NY 10466, USA","20 George Pl, Mt Vernon, NY 10550, USA"
95615,-73.8331219,40.88930008,-73.83267809,40.89260183,0,0,0,0,0,0,0,0,0,0,0,0,"3900 Harper Ave, The Bronx, NY 10466, USA","20 George Pl, Mt Vernon, NY 10550, USA"
94162,-73.83169663,40.82653497,-73.82770423,40.82531022,0,0,0,0,0,0,0,0,0,0,0,0,"2708 Lafayette Ave, The Bronx, NY 10465, USA","2781 Philip Ave, The Bronx, NY 10465, USA"
94162,-73.83169663,40.82653497,-73.82770423,40.82531022,0,0,0,0,0,0,0,0,0,0,0,0,"2708 Lafayette Ave, The Bronx, NY 10465, USA","2781 Philip Ave, The Bronx, NY 10465, USA"
88440,-73.84394384,40.85615502,-73.84045916,40.85563493,0,0,0,0,0,0,0,0,0,0,0,0,"2102 Eastchester Rd, The Bronx, NY 10461, USA","1621 Stillwell Ave, The Bronx, NY 10461, USA"
88440,-73.84394384,40.85615502,-73.84045916,40.85563493,0,0,0,0,0,0,0,0,0,0,0,0,"2102 Eastchester Rd, The Bronx, NY 10461, USA","1621 Stillwell Ave, The Bronx, NY 10461, USA"
69928,-73.92148593,40.81103424,-73.918049,40.80957478,1,0,0,0,0,0,1,0,1,0,0,1,"401 E 141st St, The Bronx, NY 10454, USA","510 E 141st St, The Bronx, NY 10454, USA"
69928,-73.92148593,40.81103424,-73.918049,40.80957478,1,0,0,0,0,0,1,0,1,0,0,1,"401 E 141st St, The Bronx, NY 10454, USA","510 E 141st St, The Bronx, NY 10454, USA"
116457,-73.87203242,40.87150814,-73.87102781,40.87538788,1,0,1,0,0,0,0,0,1,1,0,0,"Bronx River Pkwy, The Bronx, NY 10467, USA","3499 Bronx Blvd, The Bronx, NY 10467, USA"
187390,-73.87668369,40.78971238,-73.87997685,40.78625202,0,0,0,0,0,0,0,0,0,0,0,0,"Unnamed Road, Flushing, NY 11371, USA","Unnamed Road, Flushing, NY 11371, USA"
192065,-73.80939519,40.86824602,-73.8058451,40.86600677,1,0,0,0,0,0,1,0,1,0,0,1,"Orchard Beach Rd, The Bronx, NY 10464, USA","Orchard Beach Rd, The Bronx, NY 10464, USA"
95545,-73.79972459,40.86725818,-73.79604109,40.86633071,0,0,0,0,0,0,0,0,0,0,0,0,"Park Dr, The Bronx, NY 10464, USA","1 Orchard Be Road, The Bronx, NY 10464, USA"
88855,-73.8705938,40.89722809,-73.86719413,40.89759253,0,0,0,0,0,0,0,0,0,0,0,0,"200 E 235th St, The Bronx, NY 10470, USA","4265 Katonah Ave, The Bronx, NY 10470, USA"
86115,-73.86057013,40.83064572,-73.85715676,40.83110227,0,0,0,0,0,0,0,0,0,0,0,0,"1921 Gleason Ave, The Bronx, NY 10472, USA","1179 Pugsley Ave, The Bronx, NY 10472, USA"
86132,-73.86088515,40.83134428,-73.85732321,40.83182148,0,0,0,0,0,0,0,0,0,0,0,0,"1225 Virginia Ave, The Bronx, NY 10472, USA","1231 Pugsley Ave, The Bronx, NY 10472, USA"
122624,-73.9108139,40.86459016,-73.90872661,40.86916734,0,0,0,0,0,0,0,0,0,0,0,0,"305 W Fordham Rd, The Bronx, NY 10468, USA","2590 Bailey Ave, The Bronx, NY 10463, USA"
122624,-73.9108139,40.86459016,-73.90872661,40.86916734,0,0,0,0,0,0,0,0,0,0,0,0,"305 W Fordham Rd, The Bronx, NY 10468, USA","2590 Bailey Ave, The Bronx, NY 10463, USA"
194610,-73.85601959,40.85731016,-73.849351,40.85786339,1,0,0,0,0,0,1,0,1,0,0,1,"Pelham Pkwy/Williamsbridge Rd, The Bronx, NY 10461, USA","1284 Pelham Pkwy N, The Bronx, NY 10461, USA"
122619,-73.88652832,40.8642962,-73.88983505,40.86201066,0,0,0,0,0,0,0,0,0,0,0,0,"287072 Southern Blvd, The Bronx, NY 10458, USA","417 E Fordham Rd, The Bronx, NY 10458, USA"
231231,-73.8794571,40.89766308,-73.87836801,40.90277441,0,0,0,0,0,0,0,0,0,0,0,0,"Jerome Ave, The Bronx, NY 10470, USA","Jerome Ave, The Bronx, NY 10470, USA"
231489,-73.87272652,40.79114502,-73.87197281,40.78707375,0,0,0,0,0,0,0,0,0,0,0,0,"Unnamed Road, Flushing, NY 11371, USA","Unnamed Road, Flushing, NY 11371, USA"
231752,-73.83578437,40.86501601,-73.8315962,40.8626447,0,0,0,0,0,0,0,0,0,0,0,0,"1733 E Gun Hill Rd, The Bronx, NY 10469, USA","1888 E Gun Hill Rd, The Bronx, NY 10469, USA"
237320,-73.80620825,40.87382803,-73.80237499,40.87554722,0,0,0,0,0,0,0,0,0,0,0,0,"Shore Rd @ Bartow Pell Mansion, The Bronx, NY 10464, USA","505 Shore Rd, Pelham, NY 10803, USA"
237321,-73.80237499,40.87554722,-73.79767982,40.87700988,0,0,0,0,0,0,0,0,0,0,0,0,"505 Shore Rd, Pelham, NY 10803, USA","331 Shore Rd, Pelham, NY 10803, USA"
237321,-73.80237499,40.87554722,-73.79767982,40.87700988,0,0,0,0,0,0,0,0,0,0,0,0,"505 Shore Rd, Pelham, NY 10803, USA","331 Shore Rd, Pelham, NY 10803, USA"
237321,-73.80237499,40.87554722,-73.79767982,40.87700988,0,0,0,0,0,0,0,0,0,0,0,0,"505 Shore Rd, Pelham, NY 10803, USA","331 Shore Rd, Pelham, NY 10803, USA"
316824,-73.79475844,40.85673561,-73.80090032,40.85954802,0,0,0,0,0,0,0,0,0,0,0,0,"City Island Rd, The Bronx, NY 10464, USA","City Island Rd/City Island Cir, The Bronx, NY 10464, USA"
29793,-73.95015504,40.68326897,-73.9468728,40.68364622,1,0,0,0,0,0,1,0,1,0,0,1,"417 Nostrand Ave, Brooklyn, NY 11216, USA","272 Jefferson Ave, Brooklyn, NY 11216, USA"
29593,-73.95482853,40.68797695,-73.95117458,40.6883992,0,0,0,0,0,0,0,0,0,0,0,0,"397 Greene Ave #4a, Brooklyn, NY 11216, USA","497 Greene Ave, Brooklyn, NY 11216, USA"
29597,-73.95453799,40.68651117,-73.95088315,40.68693252,0,0,0,0,0,0,0,0,0,0,0,0,"1114 Bedford Ave, Brooklyn, NY 11216, USA","329 Nostrand Ave, Brooklyn, NY 11216, USA"
28495,-73.95630035,40.65504828,-73.9529592,40.6552493,0,0,0,0,0,0,0,0,0,0,0,0,"2036 Bedford Ave, Brooklyn, NY 11226, USA","Rogers Av/Clarkson Av, Brooklyn, NY 11226, USA"
28371,-73.95969666,40.65483921,-73.95630035,40.65504828,0,0,0,0,0,0,0,0,0,0,0,0,"Clarkson Av/Flatbush Av, Brooklyn, NY 11226, USA","2036 Bedford Ave, Brooklyn, NY 11226, USA"
35029,-73.9581759,40.73342568,-73.95484267,40.73374026,0,0,0,0,0,0,0,0,0,0,0,0,"88 Green St, Brooklyn, NY 11222, USA","1018 Manhattan Ave, Brooklyn, NY 11222, USA"
35013,-73.95782734,40.73129875,-73.95449445,40.73161371,0,0,0,0,0,0,0,0,0,0,0,0,"92 Java St, Brooklyn, NY 11222, USA","154 Java St, Brooklyn, NY 11222, USA"
28511,-73.95687581,40.6604417,-73.95353962,40.66064831,1,0,1,0,0,0,0,0,1,1,0,0,"1847 Bedford Ave, Brooklyn, NY 11225, USA","222 Maple St, Brooklyn, NY 11225, USA"
28391,-73.96042584,40.65807224,-73.95664922,40.65830579,0,0,0,0,0,0,0,0,0,0,0,0,"631 Flatbush Ave, Brooklyn, NY 11225, USA","175 Fenimore St, Brooklyn, NY 11225, USA"
28509,-73.95680049,40.65972923,-73.95346176,40.65993696,0,0,0,0,0,0,0,0,0,0,0,0,"114 Midwood St, Brooklyn, NY 11225, USA","501 Rogers Ave, Brooklyn, NY 11225, USA"
66229,-73.93160506,40.71801033,-73.92467622,40.7198857,4,0,0,0,0,0,4,0,4,0,0,4,"300 Varick Ave, Brooklyn, NY 11222, USA","463 Maspeth Ave, Brooklyn, NY 11211, USA"
29386,-73.9607697,40.661734,-73.95704344,40.66196515,2,0,0,0,0,0,2,0,2,0,0,2,"1119 Washington Ave, Brooklyn, NY 11225, USA","1798 Bedford Ave, Brooklyn, NY 11225, USA"
29384,-73.96068017,40.66095386,-73.9569576,40.66117957,1,0,0,0,0,0,1,0,1,0,0,1,"2063 Washington Ave, Brooklyn, NY 11225, USA","177 Lincoln Rd, Brooklyn, NY 11225, USA"
29581,-73.95410043,40.68431311,-73.9504458,40.68473476,0,0,0,0,0,0,0,0,0,0,0,0,"1164 Bedford Ave, Brooklyn, NY 11216, USA","381 Nostrand Ave, Brooklyn, NY 11216, USA"
35038,-73.95840812,40.73484415,-73.95507401,40.73515974,1,0,0,0,0,0,1,0,1,0,0,1,"256 Franklin St, Brooklyn, NY 11222, USA","1066 Manhattan Ave, Brooklyn, NY 11222, USA"
28497,-73.9561641,40.65377652,-73.95282721,40.65397704,0,0,0,0,0,0,0,0,0,0,0,0,"110 Lenox Rd, Brooklyn, NY 11226, USA","721 Rogers Ave, Brooklyn, NY 11226, USA"
35027,-73.9580594,40.73271597,-73.95472721,40.73303093,0,0,0,0,0,0,0,0,0,0,0,0,"208 Franklin St, Brooklyn, NY 11222, USA","998 Manhattan Ave, Brooklyn, NY 11222, USA"
29491,-73.95704344,40.66196515,-73.95369969,40.66217392,1,0,0,0,0,0,1,0,1,0,0,1,"1798 Bedford Ave, Brooklyn, NY 11225, USA","232 Lefferts Ave, Brooklyn, NY 11225, USA"
29489,-73.9569576,40.66117957,-73.95361543,40.6613878,0,0,0,0,0,0,0,0,0,0,0,0,"177 Lincoln Rd, Brooklyn, NY 11225, USA","453 Rogers Ave, Brooklyn, NY 11225, USA"
28505,-73.95664922,40.65830579,-73.95330908,40.65851398,0,0,0,0,0,0,0,0,0,0,0,0,"175 Fenimore St, Brooklyn, NY 11225, USA","276 Fenimore St, Brooklyn, NY 11225, USA"
28379,-73.96024296,40.6572319,-73.95655769,40.65745362,0,0,0,0,0,0,0,0,0,0,0,0,"664 Flatbush Ave, Brooklyn, NY 11225, USA","1943 Bedford Ave, Brooklyn, NY 11225, USA"
28503,-73.95655769,40.65745362,-73.95321867,40.65766092,0,0,0,0,0,0,0,0,0,0,0,0,"1943 Bedford Ave, Brooklyn, NY 11225, USA","581 Rogers Ave, Brooklyn, NY 11225, USA"
29678,-73.95320639,40.6798324,-73.94958434,40.67963646,0,0,0,0,0,0,0,0,0,0,0,0,"1286 Bedford Ave, Brooklyn, NY 11216, USA","556 Nostrand Ave, Brooklyn, NY 11216, USA"
30822,-73.95512181,40.68944372,-73.95146466,40.68986334,0,0,0,0,0,0,0,0,0,0,0,0,"500 Lafayette Ave, Brooklyn, NY 11205, USA","Bedford-Nostrand Avs Station, Brooklyn, NY 11205, USA"
29697,-73.95380894,40.68284801,-73.95015504,40.68326897,1,0,0,0,0,0,1,0,1,0,0,1,"1204 Bedford Ave, Brooklyn, NY 11216, USA","417 Nostrand Ave, Brooklyn, NY 11216, USA"
35011,-73.95771091,40.73058907,-73.95437859,40.73090673,0,0,0,0,0,0,0,0,0,0,0,0,"160-178 Franklin St, Brooklyn, NY 11222, USA","922 Manhattan Ave, Brooklyn, NY 11222, USA"
28501,-73.95647813,40.65671078,-73.95313899,40.65691463,0,0,0,0,0,0,0,0,0,0,0,0,"Bedford Av/Winthrop St, Brooklyn, NY 11225, USA","608 Rogers Ave, Brooklyn, NY 11225, USA"
28501,-73.95647813,40.65671078,-73.95313899,40.65691463,0,0,0,0,0,0,0,0,0,0,0,0,"Bedford Av/Winthrop St, Brooklyn, NY 11225, USA","608 Rogers Ave, Brooklyn, NY 11225, USA"
167784,-73.89758655,40.58717565,-73.89371194,40.58372746,1,0,0,0,0,0,1,0,1,0,0,1,"5031 Flatbush Ave, Brooklyn, NY 11234, USA","5077 Flatbush Ave, Brooklyn, NY 11234, USA"
167784,-73.89758655,40.58717565,-73.89371194,40.58372746,1,0,0,0,0,0,1,0,1,0,0,1,"5031 Flatbush Ave, Brooklyn, NY 11234, USA","5077 Flatbush Ave, Brooklyn, NY 11234, USA"
29380,-73.9608658,40.66250593,-73.95712114,40.66273747,3,0,0,0,0,0,3,0,3,0,0,3,"495 Flatbush Ave, Brooklyn, NY 11225, USA","Sterling St & Bedford Ave, Brooklyn, NY 11225, United States"
28386,-73.96055809,40.65949607,-73.95680049,40.65972923,1,0,0,0,0,0,1,0,1,0,0,1,"579 Flatbush Ave, Brooklyn, NY 11225, USA","114 Midwood St, Brooklyn, NY 11225, USA"
29795,-73.95029938,40.68400141,-73.94701721,40.68437948,0,0,0,0,0,0,0,0,0,0,0,0,"268 Putnam Ave, Brooklyn, NY 11216, USA","833 Marcy Ave, Brooklyn, NY 11216, USA"
29595,-73.95439297,40.68577972,-73.9507358,40.68620367,0,0,0,0,0,0,0,0,0,0,0,0,"Gates Av/Bedford Av, Brooklyn, NY 11216, USA","Gates Av/Nostrand Av, Brooklyn, NY 11216, USA"
29583,-73.95424648,40.68504625,-73.95059027,40.68546663,0,0,0,0,0,0,0,0,0,0,0,0,"113 Monroe St, Brooklyn, NY 11216, USA","220 Monroe St, Brooklyn, NY 11216, USA"
44326,-73.93903735,40.70626559,-73.93566928,40.70658504,0,0,0,0,0,0,0,0,0,0,0,0,"218 Boerum St, Brooklyn, NY 11206, USA","71 White St, Brooklyn, NY 11206, USA"
29493,-73.95712114,40.66273747,-73.95378529,40.66294678,0,0,0,0,0,0,0,0,0,0,0,0,"Sterling St & Bedford Ave, Brooklyn, NY 11225, United States","224 Sterling St, Brooklyn, NY 11225, USA"
45887,-73.88365832,40.58880584,-73.88544007,40.59435649,0,0,0,0,0,0,0,0,0,0,0,0,"Aviation Rd, Brooklyn, NY 11234, USA","50 Aviation Rd, Brooklyn, NY 11234, USA"
45887,-73.88365832,40.58880584,-73.88544007,40.59435649,0,0,0,0,0,0,0,0,0,0,0,0,"Aviation Rd, Brooklyn, NY 11234, USA","50 Aviation Rd, Brooklyn, NY 11234, USA"
188073,-73.89404027,40.58871971,-73.89060824,40.58575533,0,0,0,0,0,0,0,0,0,0,0,0,"5031 Flatbush Ave, Brooklyn, NY 11234, USA","F. B. G. A. Floyd Bennett Field, 43-125 Aviation Rd, Brooklyn, NY 11234, USA"
42271,-73.92316742,40.63883757,-73.91955577,40.64118496,0,0,0,0,0,0,0,0,0,0,0,0,"5601 Foster Ave, Brooklyn, NY 11234, USA","427 E 80th St, Brooklyn, NY 11236, USA"
9009313,-73.96245537,40.65828698,-73.96188086,40.65488119,0,0,0,0,0,0,0,0,0,0,0,0,"185 Ocean Ave, Brooklyn, NY 11225, USA","Ocean Av/Parkside Av, Brooklyn, NY, USA"
9009313,-73.96245537,40.65828698,-73.96188086,40.65488119,0,0,0,0,0,0,0,0,0,0,0,0,"185 Ocean Ave, Brooklyn, NY 11225, USA","Ocean Av/Parkside Av, Brooklyn, NY, USA"
29703,-73.95088315,40.68693252,-73.94760207,40.6873104,0,0,0,0,0,0,0,0,0,0,0,0,"329 Nostrand Ave, Brooklyn, NY 11216, USA","Marcy Ave & Quincy St, Brooklyn, NY 11216, United States"
