SegmentID,LongFrom,LatFrom,LongTo,LatTo,persons_injured,persons_killed,ped_injured,ped_killed,cyclists_injured,cyclists_killed,motorists_injured,motorists_killed,persons_KSI,ped_KSI,cyclist_KSI,motorist_KSI,Roadway Name,From,To,segment_average_sum
227110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HENRY HUDSON PARKWAY,105 STREET,110 STREET,64372
227709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHERRY STREET,CATHERINE SLIP,MARKET STREET,1288
227759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Street,Spring Street,West Houston Street,35624
227764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Street,Spring Street,West Houston Street,36012
228790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kings Highway,Avenue J,Avenue I,12590
228792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kings Highway,Avenue J,Avenue I,1925
228794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kings Highway,Avenue J,Avenue I,2351
229411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEST STREET,CHAMBERS STREET,HARRISON STREET,33963
232613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flatbush Avenue,Aviation Road,Marine Parkway Bridge,11855
232619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flatbush Avenue,Aviation Road,Marine Parkway Bridge,12504
234174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vermont Place,Highland Boulevard,Jackie Robinson Parkway,14594
234360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Wyck Expressway,136 Street,Jewel Avenue,49166
234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Wyck Expressway,136 Street,Jewel Avenue,63130
236204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jerome Avenue,Mosholu Parkway Main Road,West Mosholu Parkway North Service Road,13114
238761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HUNTS POINT AVENUE,BRUCKNER BOULEVARD SB,BRUCKNER BOULEVARD NB,13730
